gid,gstart,gend,old_zdb
gene-olfcr1,36886279,36893530,ZDB-GENE-060503-302
gene-olfcs1,34837914,34842584,ZDB-GENE-050419-111
gene-olfcs2,34785182,34819089,ZDB-GENE-060503-238
gene-olfcv1,36177587,36184165,ZDB-GENE-050419-263
gene-olfcv3,36188756,36193978,ZDB-GENE-050419-262
gene-olfcx1,36096720,36102179,ZDB-GENE-050419-84
gene-olfcx2,36149541,36153697,ZDB-GENE-050419-39
gene-olfcx3,36163996,36166287,ZDB-GENE-050419-129
gene-olfm3b,17708528,17728285,ZDB-GENE-070912-606
gene-olig1,34413633,34415508,ZDB-GENE-050107-2
gene-omd,10112764,10119520,ZDB-GENE-060503-756
gene-onecut3b,61476975,61553618,ZDB-GENE-130805-1
gene-or109-6,41220744,41221721,ZDB-GENE-070804-7
gene-or113-4,22988672,22989760,ZDB-GENE-070806-4
gene-or137-8,55608269,55610016,ZDB-GENE-070806-28
gene-or137-9,55619926,55621701,ZDB-GENE-070806-29
gene-or21.49,43539421,43542025,ZDB-GENE-091113-55
gene-or30bt5,34040104,34041066,ZDB-GENE-070806-51
gene-or30bu1,41364052,41365992,ZDB-GENE-070806-53
gene-or30bw1,34068070,34070340,ZDB-GENE-010308-4
gene-or30by1,34083277,34084230,ZDB-GENE-010308-1
gene-or30by2,34074890,34079546,ZDB-GENE-070804-1
gene-or41a1,41183850,41184830,ZDB-GENE-070806-65
gene-or41a3,41193617,41194582,ZDB-GENE-070804-4
gene-or42a1,41240071,41243782,ZDB-GENE-070806-67
gene-or42a2,41223610,41224599,ZDB-GENE-070804-6
gene-or42a4,41204094,41213706,ZDB-GENE-070806-74
gene-or42a5,41234113,41235117,ZDB-GENE-070806-69
gene-or42a6,41229607,41230623,ZDB-GENE-070804-5
gene-or42a7,41217715,41218692,ZDB-GENE-070806-70
gene-or42a8,41238656,41239666,ZDB-GENE-070806-68
gene-or42b1,41251050,41253328,ZDB-GENE-070806-76
gene-or42b2,41257956,41258915,ZDB-GENE-990415-193
gene-or42d2,34008900,34009844,ZDB-GENE-010308-11
gene-or42e2,34006119,34007153,ZDB-GENE-010308-12
gene-or55a1,5562684,5563637,ZDB-GENE-070806-1
gene-or55a2,5576121,5577074,ZDB-GENE-070806-2
gene-or55a4,5581722,5582591,ZDB-GENE-161017-94
gene-or55e1,5603434,5605432,ZDB-GENE-990415-195
gene-or61a1,23169872,23170808,ZDB-GENE-070806-86
gene-or61b1,23180240,23181171,ZDB-GENE-070806-89
gene-or61c1,23182596,23183528,ZDB-GENE-070806-88
gene-or61c2,23178137,23179063,ZDB-GENE-070806-87
gene-or61c3,23197064,23200346,ZDB-GENE-070806-90
gene-or62a1,23159096,23160016,ZDB-GENE-070806-92
gene-or62a2,23106600,23107625,ZDB-GENE-070806-98
gene-or62a3,23165648,23166607,ZDB-GENE-070806-91
gene-or62b1,23124907,23125702,ZDB-GENE-070806-96
gene-or62b2,23112939,23113874,ZDB-GENE-070806-97
gene-or62b3,23142653,23143576,ZDB-GENE-070806-94
gene-or62b4,23136077,23137003,ZDB-GENE-070806-95
gene-or62b5,23149247,23150176,ZDB-GENE-070806-93
gene-or62c1,5407462,5408409,ZDB-GENE-070806-103
gene-or62c2,5419303,5420250,ZDB-GENE-070806-101
gene-or62c4,5414103,5415047,ZDB-GENE-070806-102
gene-or62c5,5494907,5496641,ZDB-GENE-070806-99
gene-or62c6,5426490,5427425,ZDB-GENE-070806-100
gene-or63a2,5525235,5526173,ZDB-GENE-070806-84
gene-or63b1,5530639,5531562,ZDB-GENE-070806-85
gene-or63h1,5535898,5538537,ZDB-GENE-131121-386
gene-or64a1,5506145,5513653,ZDB-GENE-070806-105
gene-or64b3,5483443,5484360,ZDB-GENE-070806-107
gene-or64b4,5474396,5475307,ZDB-GENE-070806-108
gene-or64d1,5391979,5392896,ZDB-GENE-070806-114
gene-or64e1,5439958,5440890,ZDB-GENE-070806-112
gene-or64f1,5453445,5454365,ZDB-GENE-070806-110
gene-or64g1,5445242,5446722,ZDB-GENE-070806-111
gene-or64g2,5432226,5434164,ZDB-GENE-070806-113
gene-or70a1,43559356,43560658,ZDB-GENE-070806-6
gene-or70a11,43494448,43496662,ZDB-GENE-070806-12
gene-or70a13,43502350,43503294,ZDB-GENE-070806-11
gene-or70a14,43565557,43567072,ZDB-GENE-081031-29
gene-or70a15,43549989,43550930,ZDB-GENE-070806-7
gene-or70a16,43517581,43518525,ZDB-GENE-070806-10
gene-or70a5,43510975,43513305,ZDB-GENE-091116-94
gene-or70a7,43524075,43530980,ZDB-GENE-091116-45
gene-or70b1,43458444,43459394,ZDB-GENE-990415-189
gene-or71aq1,33897548,33898483,ZDB-GENE-070806-77
gene-or71aq2,33904280,33906192,ZDB-GENE-070806-78
gene-or71ar1,33919011,33919952,ZDB-GENE-070806-82
gene-or71as2,33913543,33914481,ZDB-GENE-070806-80
gene-or71at1,33908921,33909901,ZDB-GENE-070806-79
gene-or80a1,41328068,41329030,ZDB-GENE-070806-55
gene-or80a10,41276761,41277702,ZDB-GENE-070806-62
gene-or80a11,41284812,41285753,ZDB-GENE-070806-61
gene-or80a13,41333623,41334582,ZDB-GENE-070804-2
gene-or80a2,41264433,41265413,ZDB-GENE-070806-64
gene-or80a3,41302222,41303202,ZDB-GENE-070806-59
gene-or80a4,41313717,41314667,ZDB-GENE-070806-57
gene-or80a5,41293896,41294840,ZDB-GENE-070804-3
gene-or80a6,41271423,41272370,ZDB-GENE-070806-63
gene-or80a7,41298796,41299773,ZDB-GENE-070806-60
gene-or80a8,41322294,41323256,ZDB-GENE-070806-56
gene-or80a9,41308284,41309234,ZDB-GENE-070806-58
gene-or90a1,55591044,55591991,ZDB-GENE-070806-22
gene-or90b1,55654398,55655342,ZDB-GENE-070806-31
gene-or90b2,55603922,55606345,ZDB-GENE-070806-24
gene-or90d1,55638943,55645455,ZDB-GENE-081104-36
gene-or90d2,55625049,55626753,ZDB-GENE-070806-27
gene-or90d3,55649351,55650283,ZDB-GENE-070806-30
gene-or90e2,55611000,55611932,ZDB-GENE-070806-25
gene-or90g2,55621998,55624921,ZDB-GENE-070806-26
gene-or90h1,55668653,55671389,ZDB-GENE-081104-22
gene-or90h3,55660123,55663472,ZDB-GENE-081104-20
gene-or90j1,44392472,44393392,ZDB-GENE-070806-32
gene-or91a1,20661570,20662535,ZDB-GENE-070806-45
gene-or92a1,26769342,26771303,ZDB-GENE-070806-47
gene-or92a2,26800426,26801394,ZDB-GENE-070806-50
gene-or92a3,26808957,26813486,ZDB-GENE-070806-49
gene-or92a4,26782112,26783080,ZDB-GENE-070806-48
gene-or92a7,26815831,26817095,ZDB-GENE-070806-21
gene-or93a1,23054409,23055843,ZDB-GENE-070806-34
gene-or93a2,23000447,23001504,ZDB-GENE-070806-40
gene-or93a5,23038499,23039875,ZDB-GENE-070806-36
gene-or93a6,23028390,23029897,ZDB-GENE-070806-37
gene-or93a7,23047284,23049817,ZDB-GENE-070806-35
gene-or93a8,23010932,23014692,ZDB-GENE-070806-38
gene-or93a9,23008418,23009371,ZDB-GENE-070806-39
gene-or94a1,17288154,17289110,ZDB-GENE-070806-44
gene-or95a1,17239832,17244435,ZDB-GENE-070806-19
gene-otofb,56376394,56436127,ZDB-GENE-110406-5
gene-otol1b,1734596,1752892,ZDB-GENE-080416-3
gene-ovgp1,26057390,26082360,ZDB-GENE-140106-118
gene-oxgr1a.2,2810881,2822927,ZDB-GENE-090312-1
gene-oxgr1a.3,2796144,2805632,ZDB-GENE-090312-23
gene-p2ry2.2,4587320,4597523,ZDB-GENE-091204-432
gene-p2ry8,36575548,36591138,ZDB-GENE-070912-447
gene-p3h2,24210879,24302830,ZDB-GENE-061207-44
gene-palld,26100516,26251400,ZDB-GENE-041014-252
gene-pamr1a,51639539,51684704,ZDB-GENE-161017-116
gene-pamr1b,40064687,40090193,ZDB-GENE-100422-12
gene-paqr4b,13736718,13752786,ZDB-GENE-121214-338
gene-paqr9,52719839,52726723,ZDB-GENE-161017-79
gene-pargl,50309296,50333289,ZDB-GENE-090313-286
gene-parp10,13059307,13097299,ZDB-GENE-120215-181
gene-pcare2,129913,137729,ZDB-GENE-110411-72
gene-pcdh2aa1,2633786,2835822,ZDB-GENE-041118-13
gene-pcdh2aa3,2633786,2826215,ZDB-GENE-041118-14
gene-pcdh2ab2,2633786,2723688,ZDB-GENE-041118-2
gene-pcdh2ab3,2633786,2719904,ZDB-GENE-041118-3
gene-pcdh2g28,2461361,2463896,ZDB-GENE-050610-19
gene-pcdh2g6,2384248,2583969,ZDB-GENE-050610-28
gene-pcdha8l,2827774,2830294,ZDB-GENE-141215-68
gene-pcnx2,26854766,26900507,ZDB-GENE-090312-150
gene-pcolce2a,8371385,8390537,ZDB-GENE-070705-25
gene-pde4bb,15919984,16083690,ZDB-GENE-070912-454
gene-pde4d,18629921,18903609,ZDB-GENE-081105-16
gene-pde8b,8996017,9093782,ZDB-GENE-091117-3
gene-pde9ac,24793141,24815843,ZDB-GENE-130530-807
gene-pdgfd,47600457,47668593,ZDB-GENE-071217-1
gene-pdzd2,41861394,41993280,ZDB-GENE-060526-297
gene-pdzrn3a,10920853,11020711,ZDB-GENE-090313-307
gene-pex5la,31979864,32119131,ZDB-GENE-070705-298
gene-pex6,40137944,40175572,ZDB-GENE-081104-252
gene-pfkpb,51394448,51446530,ZDB-GENE-070912-634
gene-pgap1,25749348,25774759,ZDB-GENE-090313-216
gene-pgpep1l,22257191,22283935,ZDB-GENE-050419-171
gene-phldb2a,40470801,40547363,ZDB-GENE-091118-9
gene-phox2ba,20591637,20593936,ZDB-GENE-090313-51
gene-pias1b,21378554,21414310,ZDB-GENE-050419-202
gene-pigr,54970963,55002417,ZDB-GENE-060503-327
gene-pigrl3.10,54703902,54740285,ZDB-GENE-150409-9
gene-pigrl3.9,54628564,54659249,ZDB-GENE-150409-8
gene-pik3ap1,26248118,26281125,ZDB-GENE-090313-250
gene-pimr100,30929426,30931373,ZDB-GENE-050208-685
gene-pimr106,15200229,15203310,ZDB-GENE-081104-108
gene-pimr117,37893838,37901087,ZDB-GENE-141215-30
gene-pimr119,37921467,37928491,ZDB-GENE-141215-46
gene-pimr120,37905332,37911045,ZDB-GENE-141215-29
gene-pimr123,9827270,9836613,ZDB-GENE-060531-12
gene-pimr124,46901067,46908024,ZDB-GENE-130531-14
gene-pimr127,41313840,41321575,ZDB-GENE-041014-268
gene-pimr130,42655702,42662872,ZDB-GENE-041014-24
gene-pimr133,46762715,46767622,ZDB-GENE-041014-155
gene-pimr134,46832780,46839374,ZDB-GENE-041014-80
gene-pimr135,33613637,33619221,ZDB-GENE-131119-42
gene-pimr136,42676535,42683532,ZDB-GENE-041014-308
gene-pimr138,46701366,46707729,ZDB-GENE-041014-153
gene-pimr140,22589519,22594034,ZDB-GENE-070912-465
gene-pimr141,22535769,22538642,ZDB-GENE-070912-462
gene-pimr142,26225296,26229592,ZDB-GENE-141211-21
gene-pimr144,39077675,39080998,ZDB-GENE-141211-44
gene-pimr145,39140284,39143700,ZDB-GENE-141211-40
gene-pimr147,39115398,39118649,ZDB-GENE-141211-53
gene-pimr148,39156951,39160457,ZDB-GENE-141211-47
gene-pimr150,5201102,5204618,ZDB-GENE-141212-86
gene-pimr151,9453972,9457063,ZDB-GENE-081028-3
gene-pimr152,9943945,9947264,ZDB-GENE-081028-8
gene-pimr154,9381513,9384959,ZDB-GENE-081028-12
gene-pimr156,9610704,9614012,ZDB-GENE-081028-36
gene-pimr157,9684299,9687615,ZDB-GENE-081028-13
gene-pimr158,9639726,9643158,ZDB-GENE-081028-9
gene-pimr167,39251217,39254518,ZDB-GENE-141211-50
gene-pimr175,13455820,13462225,ZDB-GENE-131119-78
gene-pimr188,55781960,55786071,ZDB-GENE-081104-101
gene-pimr190,27529854,27535334,ZDB-GENE-131119-2
gene-pimr210,37953374,37958962,ZDB-GENE-141215-37
gene-pimr214,12929169,12935350,ZDB-GENE-141219-38
gene-pimr46,9805917,9840051,ZDB-GENE-121214-74
gene-pimr47,13916502,14066147,ZDB-GENE-090312-19
gene-pimr48,14071642,14076322,ZDB-GENE-090312-25
gene-pimr49,22552426,22571246,ZDB-GENE-070912-459
gene-pimr50,22608551,22647221,ZDB-GENE-070912-463
gene-pimr51,22599524,22607474,ZDB-GENE-070912-464
gene-pimr52,22536348,22551472,ZDB-GENE-070912-460
gene-pimr53,22658279,22660942,ZDB-GENE-070912-426
gene-pimr63,6090168,6102818,ZDB-GENE-091116-7
gene-pimr64,6104235,6108040,ZDB-GENE-091113-46
gene-pimr68,27683106,27687167,ZDB-GENE-070912-431
gene-pimr82,25858943,25873038,ZDB-GENE-060503-306
gene-pimr88,26203569,26208919,ZDB-GENE-060503-487
gene-pimr93,12225581,12235453,ZDB-GENE-141216-82
gene-pjvk,12378839,12391423,ZDB-GENE-110411-133
gene-plbd1b,20676179,20685198,ZDB-GENE-130531-47
gene-plekhm3,29814408,29876596,ZDB-GENE-070912-382
gene-plin1,26656349,26726016,ZDB-GENE-050419-213
gene-pln1,45205240,45220889,ZDB-GENE-060503-603
gene-plpp3,8157392,8214870,ZDB-GENE-060526-241
gene-plpp4,2449677,2576951,ZDB-GENE-081107-53
gene-plxnb3,9648765,9836929,ZDB-GENE-081104-53
gene-podn,45248163,45303482,ZDB-GENE-100922-117
gene-polr3g,52723667,52730897,ZDB-GENE-081104-312
gene-pomcb,46272604,46282713,ZDB-GENE-041014-294
gene-ppfibp1a,11382751,11405115,ZDB-GENE-041210-298
gene-ppp1r16b,62750882,62846346,ZDB-GENE-131127-294
gene-ppp1r17,36585298,36586816,ZDB-GENE-091204-123
gene-ppp4r4,30017750,30100528,ZDB-GENE-041001-164
gene-ppp6r2b,7980793,8021590,ZDB-GENE-070705-441
gene-pptc7b,8992957,9022537,ZDB-GENE-081105-111
gene-prdm12a,1370670,1387736,ZDB-GENE-080623-1
gene-prelid3a,26571107,26581094,ZDB-GENE-130530-654
gene-prf1.8,26631895,26634273,ZDB-GENE-111212-12
gene-prkcab,59772118,60089652,ZDB-GENE-131121-412
gene-prkg2,40598741,40623042,ZDB-GENE-060531-80
gene-prr11,40266465,40273556,ZDB-GENE-091118-97
gene-prr35,41661806,41679000,ZDB-GENE-120709-105
gene-prrc2c,16280616,16336036,ZDB-GENE-081104-156
gene-prtfdc1a,6862082,6878399,ZDB-GENE-120727-16
gene-pstpip2,8654590,8696628,ZDB-GENE-091204-90
gene-ptchd3l,76108026,76112425,ZDB-GENE-041210-239
gene-ptx3b,39665011,39676954,ZDB-GENE-081104-385
gene-pxdc1a,35806043,35817442,ZDB-GENE-070912-381
gene-pxdc1b,11810018,11826241,ZDB-GENE-091204-294
gene-pyyb,10855297,10865929,ZDB-GENE-060215-2
gene-rab11fip3,41387155,41460332,ZDB-GENE-040724-138
gene-rab27b,2040940,2094320,ZDB-GENE-120215-85
gene-rab38b,30265502,30280535,ZDB-GENE-091204-345
gene-rab44,43615983,43637607,ZDB-GENE-040724-117
gene-rabl6b,27418024,27441529,ZDB-GENE-081104-97
gene-rap1gapl,35117504,35127009,ZDB-GENE-141212-231
gene-rapgef3,36324450,36401289,ZDB-GENE-090312-38
gene-rapgef4a,2961740,3049885,ZDB-GENE-070912-385
gene-rapgefl1,22077320,22155215,ZDB-GENE-131121-404
gene-rasgrp2,31468787,31507156,ZDB-GENE-091118-124
gene-rbm10,937726,976304,ZDB-GENE-100922-245
gene-rc3h2,10201252,10265422,ZDB-GENE-060503-694
gene-rce1b,29581316,29628173,ZDB-GENE-091204-277
gene-rd3l,23238864,23265313,ZDB-GENE-121214-249
gene-rdh20,48982903,49009724,ZDB-GENE-131127-122
gene-rgs7b,49732755,49828160,ZDB-GENE-130531-78
gene-rgs9bp,41652119,41660779,ZDB-GENE-030728-1
gene-rhobtb1,8542994,8589101,ZDB-GENE-130530-871
gene-rictorb,22652246,22699846,ZDB-GENE-070810-5
gene-rin1a,30402521,30416105,ZDB-GENE-091204-129
gene-rin2a,30458621,30522804,ZDB-GENE-090312-194
gene-rnf122,62445631,62466676,ZDB-GENE-091204-454
gene-rnf215,18761387,18771313,ZDB-GENE-060526-65
gene-rp1l1b,21540452,21608985,ZDB-GENE-091204-67
gene-rpph1,40850291,40850596,ZDB-GENE-041229-3
gene-rreb1a,2436179,2539912,ZDB-GENE-030219-137
gene-rreb1b,24222970,24284854,ZDB-GENE-070912-273
gene-rspo2,42859612,42958964,ZDB-GENE-060503-667
gene-rxfp3.3a1,33942128,33946247,ZDB-GENE-121030-1
gene-rxfp3.3a2,58333270,58337446,ZDB-GENE-121030-2
gene-samd4a,16289413,16369853,ZDB-GENE-070720-7
gene-scamp5b,53212519,53223674,ZDB-GENE-120215-76
gene-scara3,42566456,42583329,ZDB-GENE-041014-317
gene-scxb,34587346,34595561,ZDB-GENE-090806-1
gene-sdhaf4,31650287,31651346,ZDB-GENE-040724-116
gene-sec14l7,49967895,49982032,ZDB-GENE-141216-145
gene-sema4ab,26731858,26802343,ZDB-GENE-060503-363
gene-sema4ga,10084020,10193674,ZDB-GENE-060503-381
gene-sema5ba,39188051,39461694,ZDB-GENE-070912-187
gene-sesn4,35426530,35453734,ZDB-GENE-160114-34
gene-sfmbt2,25938013,26015338,ZDB-GENE-041210-196
gene-sh2b3,10277692,10416258,ZDB-GENE-041210-359
gene-sh2d4ba,24755191,24791350,ZDB-GENE-090313-53
gene-sh2d4bb,31115237,31130908,ZDB-GENE-130531-42
gene-sh3kbp1,29855559,29971672,ZDB-GENE-091204-186
gene-sh3pxd2aa,50824355,50992691,ZDB-GENE-060503-271
gene-sh3rf2,28142638,28238005,ZDB-GENE-141212-301
gene-shisal1b,5756215,5842267,ZDB-GENE-131121-331
gene-shpk,42930620,42945372,ZDB-GENE-060526-357
gene-shroom1,47000363,47063489,ZDB-GENE-091204-385
gene-si:busm1-169i8.11,17348891,17349640,ZDB-GENE-040724-188
gene-si:cabz01021428.1,69430971,69472063,ZDB-GENE-161017-48
gene-si:cabz01054394.5,70705518,70717005,ZDB-GENE-161017-87
gene-si:cabz01054394.6,70725344,70736691,ZDB-GENE-161017-112
gene-si:ch1073-127d16.1,7958424,7962235,ZDB-GENE-120214-30
gene-si:ch1073-159d7.11,6190507,6192213,ZDB-GENE-160113-102
gene-si:ch1073-159d7.5,6176511,6190033,ZDB-GENE-160113-113
gene-si:ch1073-159d7.6,6204898,6205512,ZDB-GENE-160113-114
gene-si:ch1073-165f9.2,44799085,44801617,ZDB-GENE-141216-228
gene-si:ch1073-228j22.2,48233062,48285045,ZDB-GENE-110411-227
gene-si:ch1073-291c23.2,228275,242436,ZDB-GENE-081107-2
gene-si:ch1073-416j23.1,10906704,10930738,ZDB-GENE-100922-35
gene-si:ch211-103f14.3,34025196,34036673,ZDB-GENE-110411-160
gene-si:ch211-105f12.2,17804471,17811496,ZDB-GENE-131127-333
gene-si:ch211-106h11.1,3939585,3966929,ZDB-GENE-061009-2
gene-si:ch211-106h4.5,34577953,34581197,ZDB-GENE-070705-15
gene-si:ch211-108d22.2,12803667,12836346,ZDB-GENE-131127-97
gene-si:ch211-113a14.15,39097197,39099566,ZDB-GENE-121214-207
gene-si:ch211-113a14.17,39103890,39105972,ZDB-GENE-121214-187
gene-si:ch211-113a14.18,39103890,39106592,ZDB-GENE-121214-116
gene-si:ch211-113a14.24,39131547,39135032,ZDB-GENE-121214-122
gene-si:ch211-113a14.27,39129292,39132371,ZDB-GENE-121214-143
gene-si:ch211-113a14.28,39134629,39135032,ZDB-GENE-121214-199
gene-si:ch211-113a14.29,39126095,39132343,ZDB-GENE-121214-146
gene-si:ch211-113a14.6,39079941,39080296,ZDB-GENE-121214-170
gene-si:ch211-113a14.9,39084785,39085625,ZDB-GENE-121214-186
gene-si:ch211-113e8.5,43299699,43301885,ZDB-GENE-090312-189
gene-si:ch211-114c12.5,24756588,24768715,ZDB-GENE-060526-13
gene-si:ch211-116o3.6,16092419,16094134,ZDB-GENE-131126-48
gene-si:ch211-117c19.1,56619695,56623655,ZDB-GENE-060526-15
gene-si:ch211-117n7.6,10313759,10322564,ZDB-GENE-060503-474
gene-si:ch211-11n16.3,16276219,16278277,ZDB-GENE-131121-86
gene-si:ch211-120e1.1,43461913,43464376,ZDB-NCRNAG-070705-1
gene-si:ch211-120j21.2,21607898,21846215,ZDB-GENE-131121-242
gene-si:ch211-121a2.4,7279361,7288178,ZDB-GENE-070705-23
gene-si:ch211-127d4.3,62247745,62279884,ZDB-GENE-060526-22
gene-si:ch211-12e13.12,9923680,9938040,ZDB-GENE-070424-121
gene-si:ch211-131k2.2,6521082,6531494,ZDB-GENE-121214-81
gene-si:ch211-133h13.1,67526428,67552777,ZDB-GENE-141215-1
gene-si:ch211-133n4.6,3602713,3729840,ZDB-GENE-060503-571
gene-si:ch211-133n4.7,3705367,3714725,ZDB-GENE-060503-665
gene-si:ch211-134c9.2,13581392,13582991,ZDB-GENE-090312-73
gene-si:ch211-137j23.9,40312196,40317807,ZDB-GENE-131127-346
gene-si:ch211-139k8.2,34990176,35068643,ZDB-LINCRNAG-070912-67
gene-si:ch211-139n6.11,45945354,45946390,ZDB-GENE-091116-33
gene-si:ch211-13f8.1,7511518,7530370,ZDB-GENE-061207-4
gene-si:ch211-142b24.6,66341753,66353922,ZDB-GENE-141212-227
gene-si:ch211-142b24.8,66352650,66362363,ZDB-GENE-141215-45
gene-si:ch211-142d6.2,79302197,79304129,ZDB-GENE-141216-119
gene-si:ch211-143l19.3,37209501,37326148,ZDB-GENE-141222-102
gene-si:ch211-145g9.7,55076202,55149145,ZDB-LINCRNAG-110914-206
gene-si:ch211-145m1.3,7957815,7964665,ZDB-GENE-081104-35
gene-si:ch211-147m20.3,25813009,25901901,ZDB-GENE-081104-126
gene-si:ch211-149a19.3,2241489,2294473,ZDB-GENE-081104-128
gene-si:ch211-14i3.2,20156467,20169440,ZDB-GENE-131121-318
gene-si:ch211-150g5.4,14412406,14417382,ZDB-LINCRNAG-131127-268
gene-si:ch211-153j24.3,49896201,49920625,ZDB-GENE-041014-38
gene-si:ch211-155m12.5,9658677,9662812,ZDB-LINCRNAG-060526-52
gene-si:ch211-156l18.7,12658913,12668294,ZDB-GENE-130530-566
gene-si:ch211-157j23.5,6016837,6029376,ZDB-GENE-131122-55
gene-si:ch211-160b11.4,36670279,36679101,ZDB-GENE-081104-142
gene-si:ch211-160d14.9,10004604,10022243,ZDB-LINCRNAG-121214-65
gene-si:ch211-160m12.2,32353439,32354805,ZDB-LINCRNAG-131121-46
gene-si:ch211-160o17.6,2736040,2745274,ZDB-GENE-141215-39
gene-si:ch211-162i8.2,63034846,63044364,ZDB-GENE-110913-56
gene-si:ch211-165b19.11,34430544,34432856,ZDB-GENE-070912-131
gene-si:ch211-166e11.5,255691,262994,ZDB-GENE-070912-142
gene-si:ch211-173m16.2,3050766,3053212,ZDB-GENE-070912-155
gene-si:ch211-174j14.2,30385057,30387003,ZDB-GENE-050419-63
gene-si:ch211-182e10.4,10888580,10895484,ZDB-GENE-040724-246
gene-si:ch211-189a15.5,45176760,45182470,ZDB-GENE-141215-48
gene-si:ch211-190o19.1,9319828,9324435,ZDB-GENE-060503-580
gene-si:ch211-191a16.2,44635441,44650430,ZDB-GENE-081028-45
gene-si:ch211-191a16.5,44604696,44620024,ZDB-GENE-121214-56
gene-si:ch211-193k19.2,46488496,46493463,ZDB-GENE-060503-203
gene-si:ch211-194m7.5,14249794,14257768,ZDB-GENE-120709-88
gene-si:ch211-194m7.8,14242545,14249789,ZDB-GENE-120709-95
gene-si:ch211-196c10.13,25032632,25037061,ZDB-GENE-130603-71
gene-si:ch211-197e7.1,58272629,58317381,ZDB-GENE-081103-26
gene-si:ch211-198e13.3,56122711,56129789,ZDB-GENE-060526-73
gene-si:ch211-199m3.1,36947751,36952500,ZDB-GENE-041014-338
gene-si:ch211-199m9.3,54342621,54398286,ZDB-LINCRNAG-110914-18
gene-si:ch211-1e14.1,13721876,13815909,ZDB-GENE-050420-149
gene-si:ch211-1f22.3,60336490,60345145,ZDB-GENE-121214-89
gene-si:ch211-202h22.10,58076096,58089462,ZDB-GENE-110914-121
gene-si:ch211-205j18.1,38672995,38676137,ZDB-GENE-131119-98
gene-si:ch211-207d6.2,32754163,32855041,ZDB-GENE-070912-185
gene-si:ch211-207g17.3,9026727,9033098,ZDB-GENE-160113-21
gene-si:ch211-209a2.1,67245709,67250126,ZDB-GENE-060531-32
gene-si:ch211-209a2.2,67103752,67244721,ZDB-GENE-060526-99
gene-si:ch211-209f23.6,52994817,53006028,ZDB-GENE-141211-79
gene-si:ch211-210c8.7,36689888,36697274,ZDB-GENE-090313-81
gene-si:ch211-211k8.4,19549818,19554474,ZDB-GENE-050208-594
gene-si:ch211-212k18.8,19488224,19492645,ZDB-GENE-041111-14
gene-si:ch211-212k18.9,19494965,19498765,ZDB-GENE-160727-12
gene-si:ch211-212k5.4,54647488,54654311,ZDB-GENE-110914-68
gene-si:ch211-213o11.11,38630064,38638961,ZDB-GENE-141216-4
gene-si:ch211-217g15.4,27818018,27822745,ZDB-GENE-030616-620
gene-si:ch211-218o21.4,43911566,43920433,ZDB-GENE-081104-178
gene-si:ch211-218p2.3,2579650,2584438,ZDB-LINCRNAG-131121-253
gene-si:ch211-220i18.4,10044980,10060831,ZDB-GENE-090312-151
gene-si:ch211-221n20.8,55875750,56018119,ZDB-GENE-041014-220
gene-si:ch211-222n22.1,40512083,40517710,ZDB-GENE-131121-417
gene-si:ch211-222n4.2,20292001,20296120,ZDB-GENE-091118-110
gene-si:ch211-223a10.1,34470315,34492658,ZDB-GENE-090313-86
gene-si:ch211-223a21.4,35105171,35126896,ZDB-GENE-110913-57
gene-si:ch211-225b11.4,21616189,21652231,ZDB-GENE-060526-114
gene-si:ch211-225k7.2,4405906,4410151,ZDB-GENE-060503-782
gene-si:ch211-225k7.3,4415213,4424613,ZDB-GENE-060503-876
gene-si:ch211-225k7.4,4425961,4433921,ZDB-GENE-060503-28
gene-si:ch211-225k7.5,4442074,4446876,ZDB-GENE-060503-123
gene-si:ch211-225k7.6,4395177,4398377,ZDB-GENE-070705-121
gene-si:ch211-226h8.14,26090042,26091289,ZDB-GENE-050208-470
gene-si:ch211-226l4.6,24800980,24801832,ZDB-GENE-160728-64
gene-si:ch211-226m16.3,36240714,36266115,ZDB-GENE-040724-8
gene-si:ch211-226o13.1,64605516,64636357,ZDB-GENE-081104-491
gene-si:ch211-226o13.2,64641324,64654202,ZDB-GENE-110913-67
gene-si:ch211-227e10.6,50585974,50588367,ZDB-GENE-050420-355
gene-si:ch211-227p7.1,52713791,52727785,ZDB-GENE-041210-224
gene-si:ch211-227p7.5,52776730,52797313,ZDB-GENE-120703-10
gene-si:ch211-229d2.5,22253432,22260683,ZDB-GENE-121214-200
gene-si:ch211-229g11.6,29843211,29850497,ZDB-LINCRNAG-131121-515
gene-si:ch211-229l10.11,42045021,42053517,ZDB-GENE-110913-131
gene-si:ch211-22k7.9,41051610,41061139,ZDB-GENE-070424-160
gene-si:ch211-231m23.4,54716900,54726549,ZDB-GENE-131127-603
gene-si:ch211-232d10.1,73909338,74166550,ZDB-GENE-081103-11
gene-si:ch211-232m19.4,36976129,36979844,ZDB-GENE-100921-7
gene-si:ch211-235i11.4,56509136,56542117,ZDB-GENE-131120-95
gene-si:ch211-236l14.1,24910280,24914960,ZDB-GENE-081104-492
gene-si:ch211-237i5.4,21742049,21767812,ZDB-GENE-131121-468
gene-si:ch211-237l4.6,27679545,27683468,ZDB-GENE-040724-42
gene-si:ch211-238p8.31,45867897,45868928,ZDB-GENE-091113-50
gene-si:ch211-238p8.35,45886283,45887319,ZDB-GENE-091116-36
gene-si:ch211-241b2.5,3020926,3051661,ZDB-GENE-081104-192
